answer	score	topic	URI
Spectre	0.357	spy film	http://www.wikidata.org/entity/Q18602670
Mission: Impossible – Dead Reckoning Part One	0.289	spy film	http://www.wikidata.org/entity/Q61876370
No Time to Die	0.268	spy film	http://www.wikidata.org/entity/Q21534241
The World Is Not Enough	0.083	spy film	http://www.wikidata.org/entity/Q212145
Kingsman: The Secret Service	-0.051	spy film	http://www.wikidata.org/entity/Q15068238
xXx	-0.104	spy film	http://www.wikidata.org/entity/Q25136249
Kingsman: The Golden Circle	-0.159	spy film	http://www.wikidata.org/entity/Q23780457
The King's Man	-0.189	spy film	http://www.wikidata.org/entity/Q61633664
XXX: State of the Union	-0.359	spy film	http://www.wikidata.org/entity/Q283696
xXx Return of Xander Cage	-0.439	spy film	http://www.wikidata.org/entity/Q22075020
Operation Fortune: Ruse de guerre	-0.524	spy film	http://www.wikidata.org/entity/Q104822312
Tenet	-0.564	spy film	http://www.wikidata.org/entity/Q63985561
Venus de Milo	0.705	sculpture	http://www.wikidata.org/entity/Q151952
Venus of Willendorf	0.644	sculpture	http://www.wikidata.org/entity/Q131397
Nefertiti Bust	0.500	sculpture	http://www.wikidata.org/entity/Q582172
Victory Arch	0.462	sculpture	http://www.wikidata.org/entity/Q1340523
Kyffhäuser Monument	0.267	sculpture	http://www.wikidata.org/entity/Q573639
Venus of Galgenberg	0.244	sculpture	http://www.wikidata.org/entity/Q700728
Lion man of the Hohlenstein Stadel	0.229	sculpture	http://www.wikidata.org/entity/Q702658
The Gates of Hell	0.133	sculpture	http://www.wikidata.org/entity/Q2003287
Zbruch Idol	0.133	sculpture	http://www.wikidata.org/entity/Q1577428
Bacchus	0.045	sculpture	http://www.wikidata.org/entity/Q1144620
relief sculpture	0.024	sculpture	http://www.wikidata.org/entity/Q245117
Pietà	-0.053	sculpture	http://www.wikidata.org/entity/Q235242
crystal skull	-0.060	sculpture	http://www.wikidata.org/entity/Q254170
Fallen Astronaut	-0.067	sculpture	http://www.wikidata.org/entity/Q1161218
Laocoön and His Sons	-0.068	sculpture	http://www.wikidata.org/entity/Q465762
Capitoline Wolf	-0.114	sculpture	http://www.wikidata.org/entity/Q408623
Hermannsdenkmal	-0.190	sculpture	http://www.wikidata.org/entity/Q664245
art of sculpture	-0.300	sculpture	http://www.wikidata.org/entity/Q11634
Sheela na gig	-0.349	sculpture	http://www.wikidata.org/entity/Q509424
death mask	-0.395	sculpture	http://www.wikidata.org/entity/Q40555
Moses	-0.514	sculpture	http://www.wikidata.org/entity/Q1989744
terracotta	-0.535	sculpture	http://www.wikidata.org/entity/Q60424
Vladimir Putin	0.861	Russians	http://www.wikidata.org/entity/Q7747
Andrei Sakharov	0.444	Russians	http://www.wikidata.org/entity/Q997
Vasily Chuikov	0.412	Russians	http://www.wikidata.org/entity/Q157594
Wassily Kandinsky	0.333	Russians	http://www.wikidata.org/entity/Q61064
Lev Yashin	0.275	Russians	http://www.wikidata.org/entity/Q167828
Denis Pushilin	0.184	Russians	http://www.wikidata.org/entity/Q16514790
Semyon Budyonny	0.081	Russians	http://www.wikidata.org/entity/Q242474
Russia	0.048	Russians	http://www.wikidata.org/entity/Q159
Russian	0.000	Russians	http://www.wikidata.org/entity/Q7737
Milla Jovovich	-0.128	Russians	http://www.wikidata.org/entity/Q170576
Rusyns	-0.260	Russians	http://www.wikidata.org/entity/Q140420
Rus' people	-0.436	Russians	http://www.wikidata.org/entity/Q914114
East Slavs	-0.588	Russians	http://www.wikidata.org/entity/Q211052
Azerbaijan	-0.738	Russians	http://www.wikidata.org/entity/Q227
Call of Duty 4: Modern Warfare	0.650	multiplayer video game	http://www.wikidata.org/entity/Q76255
Call of Duty	0.590	multiplayer video game	http://www.wikidata.org/entity/Q192156
Call of Duty: Modern Warfare II	0.581	multiplayer video game	http://www.wikidata.org/entity/Q110206584
Call of Duty: Modern Warfare	0.564	multiplayer video game	http://www.wikidata.org/entity/Q64083878
Call of Duty: Black Ops	0.541	multiplayer video game	http://www.wikidata.org/entity/Q207986
Call of Duty: Modern Warfare 3	0.477	multiplayer video game	http://www.wikidata.org/entity/Q486233
Call of Duty: Black Ops Cold War	0.400	multiplayer video game	http://www.wikidata.org/entity/Q98514334
Minecraft	0.348	multiplayer video game	http://www.wikidata.org/entity/Q49740
League of Legends	0.275	multiplayer video game	http://www.wikidata.org/entity/Q223341
Grand Theft Auto V	0.224	multiplayer video game	http://www.wikidata.org/entity/Q17452
Call of Duty: Vanguard	0.211	multiplayer video game	http://www.wikidata.org/entity/Q108054772
Dark Souls III	0.137	multiplayer video game	http://www.wikidata.org/entity/Q20112508
Uncharted 4: A Thief's End	-0.190	multiplayer video game	http://www.wikidata.org/entity/Q16681843
Need for Speed: Hot Pursuit	-0.195	multiplayer video game	http://www.wikidata.org/entity/Q837931
Red Dead Redemption 2	-0.263	multiplayer video game	http://www.wikidata.org/entity/Q27438121
Assassin's Creed IV: Black Flag	-0.280	multiplayer video game	http://www.wikidata.org/entity/Q6052688
The Last of Us	-0.325	multiplayer video game	http://www.wikidata.org/entity/Q1986744
S.T.A.L.K.E.R.: Shadow of Chernobyl	-0.326	multiplayer video game	http://www.wikidata.org/entity/Q215861
God of War	-0.422	multiplayer video game	http://www.wikidata.org/entity/Q390137
Tomb Raider	-0.595	multiplayer video game	http://www.wikidata.org/entity/Q1757876
Return to Castle Wolfenstein	-0.605	multiplayer video game	http://www.wikidata.org/entity/Q748317
Elden Ring	-0.703	multiplayer video game	http://www.wikidata.org/entity/Q64826862
God of War Ragnarök	0.349	single player video game	http://www.wikidata.org/entity/Q99397916
God of War	0.324	single player video game	http://www.wikidata.org/entity/Q18345138
Resident Evil	0.293	single player video game	http://www.wikidata.org/entity/Q1248594
Need for Speed: Hot Pursuit	0.160	single player video game	http://www.wikidata.org/entity/Q837931
The Last of Us Part II	0.132	single player video game	http://www.wikidata.org/entity/Q27950674
Uncharted: Drake's Fortune	0.120	single player video game	http://www.wikidata.org/entity/Q17150
Grand Theft Auto V	0.085	single player video game	http://www.wikidata.org/entity/Q17452
Call of Duty	0.083	single player video game	http://www.wikidata.org/entity/Q192156
The Secret of Monkey Island	0.073	single player video game	http://www.wikidata.org/entity/Q179247
Call of Duty: Modern Warfare	0.049	single player video game	http://www.wikidata.org/entity/Q64083878
Assassin's Creed Valhalla	0.026	single player video game	http://www.wikidata.org/entity/Q92464687
Call of Duty: Modern Warfare II	-0.081	single player video game	http://www.wikidata.org/entity/Q110206584
Call of Duty: Black Ops Cold War	-0.100	single player video game	http://www.wikidata.org/entity/Q98514334
Call of Duty 4: Modern Warfare	-0.167	single player video game	http://www.wikidata.org/entity/Q76255
Call of Duty: Vanguard	-0.194	single player video game	http://www.wikidata.org/entity/Q108054772
Elden Ring	-0.200	single player video game	http://www.wikidata.org/entity/Q64826862
Poppy Playtime	-0.316	single player video game	http://www.wikidata.org/entity/Q109278524
Ludwig van Beethoven	0.881	Germans	http://www.wikidata.org/entity/Q255
Joachim von Ribbentrop	0.487	Germans	http://www.wikidata.org/entity/Q101886
Benedict XVI	0.325	Germans	http://www.wikidata.org/entity/Q2494
Germanic peoples	0.238	Germans	http://www.wikidata.org/entity/Q22633
Germany	0.196	Germans	http://www.wikidata.org/entity/Q183
German	0.073	Germans	http://www.wikidata.org/entity/Q188
Poland	-0.217	Germans	http://www.wikidata.org/entity/Q36
Austria	-0.256	Germans	http://www.wikidata.org/entity/Q40
Gal Gadot	-0.488	Germans	http://www.wikidata.org/entity/Q185654
Australia	-0.895	Germans	http://www.wikidata.org/entity/Q408
Frank Sinatra	0.558	jazz musician	http://www.wikidata.org/entity/Q40912
Charlie Watts	0.545	jazz musician	http://www.wikidata.org/entity/Q216051
Eric Clapton	0.468	jazz musician	http://www.wikidata.org/entity/Q48187
Quincy Jones	0.391	jazz musician	http://www.wikidata.org/entity/Q193645
Dean Martin	0.282	jazz musician	http://www.wikidata.org/entity/Q215359
Amy Winehouse	0.095	jazz musician	http://www.wikidata.org/entity/Q15897
Emin Agalarov	0.091	jazz musician	http://www.wikidata.org/entity/Q983419
Bhumibol Adulyadej	-0.041	jazz musician	http://www.wikidata.org/entity/Q855252
Sergey Kuryokhin	-0.044	jazz musician	http://www.wikidata.org/entity/Q118233
Michelle Dockery	-0.077	jazz musician	http://www.wikidata.org/entity/Q259760
Phil Collins	-0.125	jazz musician	http://www.wikidata.org/entity/Q144622
Viggo Mortensen	-0.350	jazz musician	http://www.wikidata.org/entity/Q171363
Clint Eastwood	-0.404	jazz musician	http://www.wikidata.org/entity/Q43203
Barbra Streisand	-0.444	jazz musician	http://www.wikidata.org/entity/Q4636
Woody Allen	-0.585	jazz musician	http://www.wikidata.org/entity/Q25089
Oppenheimer	0.769	historical film	http://www.wikidata.org/entity/Q108839994
Gone with the Wind	0.674	historical film	http://www.wikidata.org/entity/Q2875
The Passion of the Christ	0.652	historical film	http://www.wikidata.org/entity/Q51668
Gladiator	0.556	historical film	http://www.wikidata.org/entity/Q128518
Valkyrie	0.439	historical film	http://www.wikidata.org/entity/Q159054
The Last Duel	0.429	historical film	http://www.wikidata.org/entity/Q85000980
Midway	0.289	historical film	http://www.wikidata.org/entity/Q56551019
Downfall	0.214	historical film	http://www.wikidata.org/entity/Q152857
The Northman	0.213	historical film	http://www.wikidata.org/entity/Q87126244
The King	0.095	historical film	http://www.wikidata.org/entity/Q54801155
Amsterdam	0.026	historical film	http://www.wikidata.org/entity/Q104830968
Land of Legends	0.020	historical film	http://www.wikidata.org/entity/Q55659358
Union of Salvation	0.000	historical film	http://www.wikidata.org/entity/Q53704963
Kingdom of Heaven	0.000	historical film	http://www.wikidata.org/entity/Q207698
Thirteen Lives	-0.188	historical film	http://www.wikidata.org/entity/Q105962844
Champion of the World	-0.222	historical film	http://www.wikidata.org/entity/Q65154506
Das Boot	-0.278	historical film	http://www.wikidata.org/entity/Q62730
Ekaterina	-0.327	historical film	http://www.wikidata.org/entity/Q2941802
Blonde	-0.429	historical film	http://www.wikidata.org/entity/Q66823622
Thomas Brodie-Sangster	-0.554	historical film	http://www.wikidata.org/entity/Q312531
Oliver Reed	-0.595	historical film	http://www.wikidata.org/entity/Q313588
Derek Jacobi	-0.727	historical film	http://www.wikidata.org/entity/Q256164
Joe Biden	0.651	President of the United States	http://www.wikidata.org/entity/Q6279
Ronald Reagan	0.514	President of the United States	http://www.wikidata.org/entity/Q9960
John F. Kennedy	0.442	President of the United States	http://www.wikidata.org/entity/Q9696
Barack Obama	0.389	President of the United States	http://www.wikidata.org/entity/Q76
Franklin Delano Roosevelt	0.324	President of the United States	http://www.wikidata.org/entity/Q8007
Donald Trump	0.303	President of the United States	http://www.wikidata.org/entity/Q22686
Bill Clinton	0.158	President of the United States	http://www.wikidata.org/entity/Q1124
George H. W. Bush	0.024	President of the United States	http://www.wikidata.org/entity/Q23505
Jimmy Carter	0.020	President of the United States	http://www.wikidata.org/entity/Q23685
George W. Bush	-0.132	President of the United States	http://www.wikidata.org/entity/Q207
United States of America	-0.196	President of the United States	http://www.wikidata.org/entity/Q30
2020 United States presidential election	-0.476	President of the United States	http://www.wikidata.org/entity/Q22923830
United States Armed Forces	-0.923	President of the United States	http://www.wikidata.org/entity/Q11211
Game of Thrones	0.652	drama television series	http://www.wikidata.org/entity/Q23572
Yellowstone	0.636	drama television series	http://www.wikidata.org/entity/Q47452423
The Crown	0.632	drama television series	http://www.wikidata.org/entity/Q20707362
Breaking Bad	0.378	drama television series	http://www.wikidata.org/entity/Q1079
The Lord of the Rings: The Rings of Power	0.257	drama television series	http://www.wikidata.org/entity/Q59149852
The Walking Dead	0.119	drama television series	http://www.wikidata.org/entity/Q232737
House of the Dragon	0.114	drama television series	http://www.wikidata.org/entity/Q72930269
The Witcher	0.093	drama television series	http://www.wikidata.org/entity/Q47500433
Stranger Things	0.048	drama television series	http://www.wikidata.org/entity/Q19798734
Peaky Blinders	-0.025	drama television series	http://www.wikidata.org/entity/Q14944179
The Book of Boba Fett	-0.174	drama television series	http://www.wikidata.org/entity/Q104396610
WandaVision	-0.186	drama television series	http://www.wikidata.org/entity/Q65980217
How I Met Your Mother	-0.227	drama television series	http://www.wikidata.org/entity/Q147235
Brigada	-0.294	drama television series	http://www.wikidata.org/entity/Q915313
Dark	-0.385	drama television series	http://www.wikidata.org/entity/Q28443710
Silver Spoon	-0.698	drama television series	http://www.wikidata.org/entity/Q19619067
rock music	0.800	music genre	http://www.wikidata.org/entity/Q11399
heavy metal	0.771	music genre	http://www.wikidata.org/entity/Q38848
punk rock	0.571	music genre	http://www.wikidata.org/entity/Q3071
hip hop music	0.543	music genre	http://www.wikidata.org/entity/Q11401
traditional heavy metal	0.525	music genre	http://www.wikidata.org/entity/Q1133657
grunge	0.390	music genre	http://www.wikidata.org/entity/Q11365
alternative rock	0.364	music genre	http://www.wikidata.org/entity/Q11366
new wave	0.316	music genre	http://www.wikidata.org/entity/Q187760
rapping	0.233	music genre	http://www.wikidata.org/entity/Q6010
psychedelic rock	0.220	music genre	http://www.wikidata.org/entity/Q206159
electronic dance music	0.122	music genre	http://www.wikidata.org/entity/Q851213
nu metal	0.119	music genre	http://www.wikidata.org/entity/Q263734
trap music	0.029	music genre	http://www.wikidata.org/entity/Q2913982
black metal	0.000	music genre	http://www.wikidata.org/entity/Q132438
Eurodance	-0.024	music genre	http://www.wikidata.org/entity/Q216961
post-punk	-0.143	music genre	http://www.wikidata.org/entity/Q598929
schlager music	-0.347	music genre	http://www.wikidata.org/entity/Q959583
Krautrock	-0.474	music genre	http://www.wikidata.org/entity/Q320592
shoegaze	-0.531	music genre	http://www.wikidata.org/entity/Q272167
oi!	-0.674	music genre	http://www.wikidata.org/entity/Q274401
Neue Deutsche Härte	-0.750	music genre	http://www.wikidata.org/entity/Q213572
Neue Deutsche Welle	-0.884	music genre	http://www.wikidata.org/entity/Q646679
